"","X.1","place","subject","identifier","type","lastname","firstname","translator","title","volume","edition","place_4","place_3","place_2","publisher","year","format","ISBN","ISSN","ISMN","EAN.UPC","binding.price","language","country","date.of.publication","description","collective.title","links","relation","rights","subject.headings","connected.titles","uniform.title","frequency","wv.number","Freq","X","latitude","longitude","author"
"16387",16387,"London","830 Deutsche Literatur ; B Belletristik","ISBN:1-85242-139-8 kart. : £ 4.95, IDN:920622518",NA,"Müller","Herta",NA,"The passport : [a surreal tale of life in Romania today] / Herta Müller. Transl. by Martin Chalmers","","",NA,NA,NA," Serpent's Tail",1989,"93 S. ; 20 cm","1-85242-139-8",NA,NA,NA,"kart. : £ 4.95","eng","XA-GB",NA,NA,"","","",NA,"","","Der Mensch ist ein grosser Fasan auf der Welt <engl.>",NA,"92,G02,1117",901,983,51.5073219,-0.1276474,"Müller, Herta"
"16388",16388,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-0-85742-019-0 Pp., 0-85742-019-4, 978 0 8574 2 019 0 (falsch), 978-0857420190 (falsch), IDN:1024631974",NA,"Elmiger","Dorothee"," Derbyshire, Katy [Übersetzer]","Invitation to the bold of heart / Dorothee Elmiger. Transl. by Katy Derbyshire","","1. publ. in English",NA,NA," New York, NY "," Seagull Books",2011,"152 S. ; 21 cm","978-0-85742-019-0",NA,NA,NA,"Pp.","eng","XA-GB",NA,NA,"The Swiss list","","",NA,"","","Einladung an die Waghalsigen <engl.>","","13,A42",901,983,51.5073219,-0.1276474,"Elmiger, Dorothee"
"16389",16389,"London","59 Belletristik","ISBN:1-85381-547-0 kart. : L 5.99, IDN:930957598",NA,"Brückner","Christine",NA,"Desdemona, if you had only spoken! : eleven uncensored speeches of eleven incensed women / by Christine Brückner. Presented and transl. by Eleanor Bron","","",NA,NA,NA," Virago Press",1992,"XXIV, 151 S. ; 20 cm","1-85381-547-0",NA,NA,NA,"kart. : L 5.99","eng","XA-GB","","","","","",NA,"","","Wenn du geredet hättest, Desdemona <engl.>","","93,G03,1017",901,983,51.5073219,-0.1276474,"Brückner, Christine"
"16392",16392,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-0-7156-3600-8 kart. : £ 8.99, IDN:995057478",NA,"Dieckmann","Dorothea"," Mohr, Tim [Übersetzer]","Guantanamo : a novel / by Dorothea Dieckmann. Transl. by Tim Mohr","","",NA,NA,NA," Duckworth Overlook",2008,"151 S. ; 20 cm","978-0-7156-3600-8",NA,NA,NA,"kart. : £ 8.99","eng","XA-GB",NA,NA,"","","",NA,"","","Guantánamo <engl.>",NA,"10,A07",901,983,51.5073219,-0.1276474,"Dieckmann, Dorothea"
"16395",16395,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-1-84627-476-3 Broschur, 1-84627-476-1, IDN:1102555959","","Müller","Herta"," Philip Boehm [Mitwirkender]","[Der Fuchs war damals schon der Jäger] ; The fox was ever the hunter : a novel / Herta Müller ; translated by Philip Boehm","","",NA,NA,NA," Portobello",2016,"237 Seiten ; 22 cm","978-1-84627-476-3",NA,NA,NA,"Broschur","eng","XA-GB","",NA,"","Inhaltsverzeichnis [http://d-nb.info/1102555959/04]","",NA,"Rumänien ; Geschichte 1989","","Der Fuchs war damals schon der Jäger",NA,"16,A27",901,983,51.5073219,-0.1276474,"Müller, Herta"
"16398",16398,"London","59 Belletristik","ISBN:0-7043-2750-3 Pp. : £ 12.95, IDN:920376452",NA,"Haushofer","Marlen",NA,"The wall / Marlen Haushofer. Transl. by Shaun Whiteside","","",NA,NA,NA," Quartet Books",1990,"244 S. ; 22 cm","0-7043-2750-3",NA,NA,NA,"Pp. : £ 12.95","eng","XA-GB","","","","","",NA,"","","Die Wand <engl.>","","92,G02,1029",901,983,51.5073219,-0.1276474,"Haushofer, Marlen"
"16400",16400,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-0-85742-651-2 Festeinband, 0-85742-651-6, IDN:1188895427",NA,"Grigorcea","Dana",NA,"[Grigorcea] ; An instinctive feeling of innocence / Dana Grigorcea ; translated by Alta L. Price","","",NA,NA,NA," Seagull Books",2019,"237 Seiten ; 21 cm","978-0-85742-651-2",NA,NA,NA,"Festeinband","eng","XA-GB","",NA,"The Swiss list","","",NA,"Bukarest ; Frau ; Bankraub ; Sonderurlaub ; Psychische Verarbeitung; Bukarest ; Kindheitserinnerung ; Wiederbegegnung ; Liebe","","Dana Grigorcea: Das primäre Gefühl der Schuldlosigkeit",NA,"19,A44",901,983,51.5073219,-0.1276474,"Grigorcea, Dana"
"16406",16406,"London","59 Belletristik","ISBN:0-86068-368-0 kart. : £ 8.99, IDN:946373086",NA,"Wolf","Christa",NA,"No place on earth / Christa Wolf. Transl. from the German by Jan van Heurck","","",NA,NA,NA," Virago Press",1995,"129 S. ; 20 cm","0-86068-368-0",NA,NA,NA,"kart. : £ 8.99","eng","XA-GB","","","Virago modern classic ; nr. 398","","http://d-nb.info/02492556X",NA,"","","Kein Ort, nirgends <engl.>","","96,G04,2093",901,983,51.5073219,-0.1276474,"Wolf, Christa"
"16413",16413,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-0-85742-103-6 Pp. : £ 13.50, $ 21.00, Rs 425.00, 0-85742-103-4, IDN:1051939593","","Parei","Inka"," Derbyshire, Katy [Übersetzer]","What darkness was / Inka Parei. Transl. by Katy Derbyshire","","",NA,NA," New York, NY "," Seagull Books",2013,"X, 128 S. ; 22 cm","978-0-85742-103-6",NA,NA,NA,"Pp. : £ 13.50, $ 21.00, Rs 425.00","eng","XA-GB","",NA,"The German list","","",NA,"Frankfurt am Main ; Mann ; Alter ; Erbschaft ; Haus ; Belletristische Darstellung; Frankfurt am Main ; Mann ; Alter ; Vergangenheit ; Verdrängung ; Belletristische Darstellung","","Was Dunkelheit war <engl.>",NA,"15,A20",901,983,51.5073219,-0.1276474,"Parei, Inka"
"16415",16415,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-0-85742-476-1 Festeinband, 0-85742-476-9, IDN:1182052916","","Aichinger","Ilse",NA,"Bad words : selected short prose / Ilse Aichinger ; translated by Uljana Wolf and Christian Hawkey","","",NA,NA,NA," Seagull Books",2018,"xvi, 172 Seiten ; 24 cm","978-0-85742-476-1",NA,NA,NA,"Festeinband","eng","XA-GB","",NA,"","Inhaltsverzeichnis [http://d-nb.info/1182052916/04]","",NA,"","","",NA,"19,A34",901,983,51.5073219,-0.1276474,"Aichinger, Ilse"
"16418",16418,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-0-701-18694-4 Broschur, 0-7011-8694-1, IDN:1026972787","","Dragnić","Nataša"," Schillinger, Liesl [Übersetzer]","[Jeden Tag, jede Stunde] ; Every day, every hour / Nataša Dragnić ; translated by Liesl Schillinger","","First published in Great Britain",NA,NA,NA," Chatto & Windus",2012,"266 Seiten ; 22 cm","978-0-701-18694-4",NA,NA,NA,"Broschur","eng","XA-GB","",NA,"","","",NA,"Paris ; Kroatin ; Schauspielerin ; Jugendliebe ; Maler ; Liebe ; Vernunft ; Entscheidungsfindung ; Geschichte 1964-2004","","Jeden Tag, jede Stunde",NA,"94,P01",901,983,51.5073219,-0.1276474,"Dragnić, Nataša"
"16419",16419,"London","59 Belletristik","ISBN:0-7472-2066-2 Pp. : £ 12.99, IDN:964136279",NA,"Faschinger","Lilian",NA,"Vienna passion / Lilian Faschinger. [Engl. language transl.: Anthea Bell]","","",NA,NA,NA," Review",2000,"437 S. ; 23 cm","0-7472-2066-2",NA,NA,NA,"Pp. : £ 12.99","eng","XA-GB",NA,NA,"","","",NA,"","","Wiener Passion <engl.>","","02,G02,2083",901,983,51.5073219,-0.1276474,"Faschinger, Lilian"
"16423",16423,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-0-85742-016-9 Pp. : £ 9.50, IDN:1018525270",NA,"Schwarzenbach","Annemarie"," Renner Jones, Lucy [Übersetzer]","Lyric novella / Annemarie Schwarzenbach. Transl. by Lucy Renner Jones","","",NA,NA," New York, NY "," Seagull Books",2011,"XIII, 140 S. ; 22 cm","978-0-85742-016-9",NA,NA,NA,"Pp. : £ 9.50","eng","XA-GB",NA,NA,"The Swiss list","","",NA,"Berlin ; Lesbe ; Unglückliche Liebe ; Familienkonflikt ; Geschichte 1931 ; Belletristische Darstellung","","Lyrische Novelle <engl.>","","12,A36",901,983,51.5073219,-0.1276474,"Schwarzenbach, Annemarie"
"16424",16424,"London","830 Deutsche Literatur ; B Belletristik","ISBN:1-86049-898-1 kart. : £ 6.99, kan$ 16.99, IDN:972263624",NA,"Hauptmann","Gaby",NA,"Grabbing the family jewels / Gaby Hauptmann. Transl. by Helen Atkins","","",NA,NA,NA," Virago",2002,"312 S. ; 20 cm","1-86049-898-1",NA,NA,NA,"kart. : £ 6.99, kan$ 16.99","eng","XA-GB",NA,NA,"A Virago book","","",NA,"","","Die Meute der Erben <engl.>",NA,"06,A06,1561",901,983,51.5073219,-0.1276474,"Hauptmann, Gaby"
"16432",16432,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-0-85742-186-9 Festeinband : EUR 19.80, 0-85742-186-7, IDN:105683191X","","Wolf","Christa"," Derbyshire, Katy [Übersetzer]","[Wolf] ; August / Christa Wolf ; translated by Katy Derbyshire","","[1. Aufl.]",NA,NA," New York "," Seagull Books",2014,"74 Seiten ; 23 cm","978-0-85742-186-9",NA,NA,NA,"Festeinband : EUR 19.80","eng","XB-IN",NA,NA,"","","",NA,"","","Christa Wolf: August","","17,A25",901,983,51.5073219,-0.1276474,"Wolf, Christa"
"16437",16437,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-1-4472-9581-5 Broschur : EUR 18.00, 1-4472-9581-1, IDN:112416815X","","Neuhaus","Nele",NA,"[Neuhaus] ; To catch a killer / Nele Neuhaus ; translated by Steven T. Murray","","First published",NA,NA,NA," Macmillan",2016,"406 Seiten ; 24 cm","978-1-4472-9581-5",NA,NA,NA,"Broschur : EUR 18.00","eng","XA-GB","",NA,"","","",NA,"","","Nele Neuhaus: Die Lebenden und die Toten",NA,"17,A45",901,983,51.5073219,-0.1276474,"Neuhaus, Nele"
"16440",16440,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-0-85742-472-3 Festeinband, 0-85742-472-6, IDN:1164812114","","Müller","Herta"," Cooper, Thomas [Übersetzer]","[Vater telefoniert mit den Fliegen] ; Father's on the phone with the flies : a selection / Herta Müller ; translated by Thomas Cooper","","",NA,NA,NA," Seagull Books",2018,"193 Seiten : Illustrationen ; 21 cm","978-0-85742-472-3",NA,NA,NA,"Festeinband","eng","XA-GB","",NA,"","","",NA,"","","Vater telefoniert mit den Fliegen",NA,"19,A17",901,983,51.5073219,-0.1276474,"Müller, Herta"
"16463",16463,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-1-908323-71-2 Broschur, 1-908323-71-X, 978-1-908323-72-9 (falsch), 1-908323-72-8 (falsch), IDN:1128670887","","Leeb","Root"," Goodwin, Robert E. [Übersetzer]","[Hero] ; Hero / by Root Leeb ; translated by Robert E. Goodwin","","",NA,NA,NA," Haus Publishing",2014,"208 Seiten ; 20 cm","978-1-908323-71-2",NA,NA,NA,"Broschur","eng","XA-GB",NA,NA,"","","",NA,"Familie ; Konflikt ; Vater ; Sterben ; Tochter ; Annäherung","","Hero","","17,A16",901,983,51.5073219,-0.1276474,"Leeb, Root"
"16465",16465,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-0-85646-405-8 kart. : £ 11.95, $ 18.95, kan$ 20.95, IDN:1009784358","","Mead","Ruth",NA,"Word for word : selected translations from German poets / Ruth and Matthew Mead. [H. C. Artmann ...]","","",NA,NA,NA," Anvil Press Poetry",2009,"171 S. ; 22 cm","978-0-85646-405-8","",NA,NA,"kart. : £ 11.95, $ 18.95, kan$ 20.95","eng","XA-GB","",NA,"","","",NA,"","","","","11,A28",901,983,51.5073219,-0.1276474,"Mead, Ruth"
"16468",16468,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-0-141-18845-4 kart. : £ 8.99, kan$ 17.00, IDN:99211389X","","Keun","Irmgard"," Hofmann, Michael [Übersetzer]","Child of all nations / Irmgard Keun. Transl. with an afterword by Michael Hofmann","",""," England ",NA,NA," Penguin Books",2009,"194 S. ; 20 cm","978-0-141-18845-4","",NA,NA,"kart. : £ 8.99, kan$ 17.00","eng","XA-GB","",NA,"Penguin modern classics","","",NA,"","","Kind aller Länder <engl.>","","09,A32,1907",901,983,51.5073219,-0.1276474,"Keun, Irmgard"
"16469",16469,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-1-84627-290-5 kart. : £ 7.99, 978-1-84627-276-9, IDN:1003171052",NA,"Müller","Herta"," Hulse, Michael [Übersetzer]","The appointment  / Herta Müller. Transl. from the German by Michael Hulse and Philip Boehm","","",NA,NA,NA," Portobello Books",2010,"214 S. ; 20 cm","978-1-84627-290-5",NA,NA,NA,"kart. : £ 7.99","eng","XA-GB","",NA,"","","",NA,"","","Heute wär ich mir lieber nicht begegnet <engl.>","","11,A05",901,983,51.5073219,-0.1276474,"Müller, Herta"
"16474",16474,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-1-908670-34-2 Broschur, 1-908670-34-7, IDN:1130332802","","Huch","Ricarda"," Bulloch, Jamie [Übersetzer]","[Huch] ; The last summer / Ricarda Huch ; translated from the German by Jamie Bulloch","","",NA,NA,NA," Peirene Press Ltd",2017,"121 Seiten ; 20 cm","978-1-908670-34-2","",NA,NA,"Broschur","eng","XA-GB","",NA,"","","",NA,"Russland ; Adel ; Nihilismus ; Geschichte 1900","","Ricarda Huch: Der letzte Sommer","","17,A20",901,983,51.5073219,-0.1276474,"Huch, Ricarda"
"16477",16477,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-0-099-52423-6 kart. : £ 7.99, IDN:1005409765",NA,"Franck","Julia"," Bell, Anthea [Übersetzer]","The blind side of the heart / Julia Franck. Transl. from the German by Anthea Bell","","",NA,NA,NA," Vintage Books",2010,"424 S. ; 20 cm","978-0-099-52423-6",NA,NA,NA,"kart. : £ 7.99","eng","XA-GB","",NA,"","","",NA,"Deutschland ; Junge Frau ; Lebensbewältigung ; Resignation ; Geschichte 1910-1945 ; Belletristische Darstellung","","Die Mittagsfrau <engl.>","","11,A06",901,983,51.5073219,-0.1276474,"Franck, Julia"
"16480",16480,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-186-049-480-2 Pp. : £ 16.99, 1-86049-480-3, IDN:1035483157",NA,"Wolf","Christa"," Cullen, John [Übersetzer]","Medea : a modern retelling / Christa Wolf. Transl. from the German by John Cullen","","",NA,NA,NA," Virago",1998,"XVI, 186 S. ; 23 cm","978-186-049-480-2",NA,NA,NA,"Pp. : £ 16.99","eng","XA-GB","","","A Virago book","","",NA,"Medea ; Belletristische Darstellung","","Medea <engl.>","","94,P01",901,983,51.5073219,-0.1276474,"Wolf, Christa"
"16484",16484,"London","59 Belletristik","ISBN:1-85242-725-6 kart. : £ 6.99, 978-1-8466-8737-2 (pbk.)  (2010), 1-8466-8737-3 (pbk.)  (2010), IDN:961548738",NA,"Jelinek","Elfriede",NA,"The piano teacher / Elfriede Jelinek. Transl. by Joachim Neugroschel","","",NA,NA,NA," Serpent's Tail",1999,"280 S. ; 20 cm","1-85242-725-6",NA,NA,NA,"kart. : £ 6.99","eng","XA-GB","","","5-star edition","","",NA,"","","Die Klavierspielerin <engl.>","","01,G03,1604",901,983,51.5073219,-0.1276474,"Jelinek, Elfriede"
"16485",16485,"London","820 Englische Literatur ; B Belletristik","ISBN:978-1-905082-21-6 kart. : £ 7.00, IDN:986108715",NA,"Höch","Ingeborg"," Rety, John [Mitwirkender] ","Between languages = Zwischen Sprachen / Ingeborg Santor and John Rety. With transl. by Ruth Ingram and Ingeborg Santor","",""," UK ",NA,NA," Hearing Eye",2007,"77 S. ; 22 cm","978-1-905082-21-6",NA,NA,NA,"kart. : £ 7.00","eng","XA-GB",NA,NA,"","","",NA,"","","",NA,"08,A21,1265",901,983,51.5073219,-0.1276474,"Höch, Ingeborg"
"16490",16490,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-1-84627-620-0 Festeinband, IDN:1140244329","","Erpenbeck","Jenny"," Bernofsky, Susan [Übersetzer]","[Erpenbeck] ; Go, went, gone / Jenny Erpenbeck ; translated from the German vy Susan Bernofsky","","",NA,NA,NA," Portobello Books",2017,"286 Seiten ; 23 cm","978-1-84627-620-0","",NA,NA,"Festeinband","eng","XA-GB","",NA,"","","",NA,"Berlin ; Hochschullehrer ; Ruhestand ; Begegnung ; Asylbewerber ; Hungerstreik","","Jenny Erpenbeck: Gehen, ging, gegangen","","17,A43",901,983,51.5073219,-0.1276474,"Erpenbeck, Jenny"
"16498",16498,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-0-349-14174-9 Broschur, 0-349-14174-6, IDN:1096175843","","Meier","Beatrice",NA,"[Alleine war gestern] ; The Vintage Springtime Club / Beatrice Meier ; translated from German by Simon Pare","","",NA,NA,NA," Little, Brown",2016,"330 Seiten ; 24 cm","978-0-349-14174-9",NA,NA,NA,"Broschur","eng","XA-GB","",NA,"","","",NA,"Wohngemeinschaft ; Alter","","Alleine war gestern",NA,"16,A22",901,983,51.5073219,-0.1276474,"Meier, Beatrice"
"16500",16500,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-1-908670-08-3 kart. : £ 10.00, 1-908670-08-8, IDN:1032930373","","Vanderbeke","Birgit"," Bulloch, Jamie [Übersetzer]","The mussel feast / Birgit Vanderbeke. Transl. from the German by Jamie Bulloch","","1. publ. in Great Britain",NA,NA,NA," Peirene",2013,"105 S. ; 20 cm","978-1-908670-08-3",NA,NA,NA,"kart. : £ 10.00","eng","XA-GB","",NA,"Turning point series","","",NA,"Kleinbürger ; Patriarchat ; Doppelte Moral ; Familie ; Emanzipation ; Belletristische Darstellung","","Das Muschelessen <engl.>",NA,"13,A47",901,983,51.5073219,-0.1276474,"Vanderbeke, Birgit"
"16509",16509,"London","59 Belletristik","ISBN:1-85381-417-2 kart. : £ 8.99, IDN:931302978",NA,"Wolf","Christa",NA,"What remains and other stories / Christa Wolf. [Transl. by Heike Schwarzbauer and Rick Takvorian]","","",NA,NA,NA," Virago Press",1993,"294 S. ; 20 cm","1-85381-417-2",NA,NA,NA,"kart. : £ 8.99","eng","XA-GB","","","","","",NA,"","","","","93,G04,1194",901,983,51.5073219,-0.1276474,"Wolf, Christa"
"16514",16514,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-1-913097-28-8 Broschur, IDN:1215124945",NA,"Kinsky","Esther"," Schmidt, Caroline [Übersetzer]","[Kinsky] ; Grove : a field novel / Esther Kinsky ; translated by Caroline Schmidt","",""," United Kingdom ",NA,NA," Fitzcarraldo Editions",2020,"277 Seiten ; 20 cm","978-1-913097-28-8",NA,NA,NA,"Broschur","eng","XA-GB","",NA,"","Inhaltsverzeichnis [http://d-nb.info/1215124945/04]","",NA,"","","Esther Kinsky: Hain",NA,"20,A40",901,983,51.5073219,-0.1276474,"Kinsky, Esther"
"16529",16529,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-1-904738-42-8 kart. : £ 8.99, $ 14.95, kan$ 16.50, IDN:1000641872","","Hammesfahr","Petra"," Mitchell, Mike [Übersetzer]","The lie / Petra Hammesfahr. Transl. from the German by Mike Mitchell","","",NA,NA,NA," Bitter Lemon Press",2009,"351 S. ; 20 cm","978-1-904738-42-8","",NA,NA,"kart. : £ 8.99, $ 14.95, kan$ 16.50","eng","XA-GB","",NA,"","","",NA,"","","Die Lüge <engl.>","","11,A08",901,983,51.5073219,-0.1276474,"Hammesfahr, Petra"
"16530",16530,"London","830 Deutsche Literatur ; B Belletristik","ISBN:0-86068-221-8 kart. : £ 2.95, IDN:1009120867",NA,"Wolf","Christa"," Middleton, Christopher [Übersetzer]","The quest for Christa T. / Christa Wolf. Transl. by Christopher Middleton","","",NA,NA,NA," Virago",1982,"185 S. ; 20 cm","0-86068-221-8",NA,NA,NA,"kart. : £ 2.95","eng","XA-GB",NA,NA,"Virago modern classics","","",NA,"","","Nachdenken über Christa T. <engl.>",NA,"94,P01 , 08,L01",901,983,51.5073219,-0.1276474,"Wolf, Christa"
"16540",16540,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-1-4472-2707-6 kart. : £ 7.99, 1-4472-2707-7, IDN:1045249491","","Neuhaus","Nele"," Murray, Steven T. [Übersetzer]","Snow White must die / Nele Neuhaus. Transl. by Steven T. Murray","","1. publ.",NA,NA,NA," Pan Books",2013,"469 S. ; 20 cm","978-1-4472-2707-6",NA,NA,NA,"kart. : £ 7.99","eng","XA-GB","",NA,"","","",NA,"","","Schneewittchen muss sterben <engl.>",NA,"14,A05",901,983,51.5073219,-0.1276474,"Neuhaus, Nele"
"16544",16544,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-1-4091-2121-3 kart. : £ 7.99, 978-1-4091-2337-8  (2012), IDN:1026949807","","Link","Charlotte"," Tobler, Stefan [Übersetzer]","The other child / Charlotte Link. Transl. from the German by Stefan Tobler","","",NA,NA,NA," Orion Books",2013,"410 S. ; 20 cm","978-1-4091-2121-3",NA,NA,NA,"kart. : £ 7.99","eng","XA-GB","",NA,"An Orion paperback","","",NA,"Scarborough &lt;North Yorkshire> ; Mord ; Familie ; Tatverdacht ; Polizeibeamtin ; Belletristische Darstellung","","Das andere Kind <engl.>",NA,"13,A44",901,983,51.5073219,-0.1276474,"Link, Charlotte"
"16552",16552,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-1-78816-091-9 Festeinband, 1-78816-091-6, 978-1-78283-465-6 (falsch) (ePub ebook), IDN:1186716118",NA,"Poschmann","Marion"," Calleja, Jen [Übersetzer]","[Poschmann] ; The pine islands / Marion Poschmann ; translated by Jen Calleja","","",NA,NA,NA," Serpent's Tail",2019,"180 Seiten ; 21 cm","978-1-78816-091-9",NA,NA,NA,"Festeinband","eng","XA-GB","",NA,"","Inhaltsverzeichnis [http://d-nb.info/1186716118/04]","",NA,"","Erscheint auch als: ISBN: 9781782834656","Marion Poschmann: Die Kieferninseln",NA,"19,A24",901,983,51.5073219,-0.1276474,"Poschmann, Marion"
"16553",16553,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-1-84668-529-3 kart. : £ 8.99, IDN:1014947618",NA,"Hermann","Judith"," Dembo, Margot Bettauer [Übersetzer]","Alice / Judith Hermann. Transl. from the German by Margot Bettauer Dembo","","",NA,NA,NA," Clerkenwell Press",2011,"154 S. ; 20 cm","978-1-84668-529-3",NA,NA,NA,"kart. : £ 8.99","eng","XA-GB",NA,NA,"","","",NA,"Junge Frau ; Verlust ; Abschied ; Konfliktbewältigung ; Belletristische Darstellung","","Alice <engl.>","","11,A48",901,983,51.5073219,-0.1276474,"Hermann, Judith"
"16565",16565,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-1-78125-470-7 Broschur, 1-78125-470-2, IDN:1090914652","","Hermann","Judith",NA,"[Aller Liebe Anfang] ; Where love begins / Judith Hermann ; translated from the German by Margot Bettauer Dembo","","",NA,NA,NA," The Clerkenwell Press",2016,"168 Seiten ; 22 cm","978-1-78125-470-7",NA,NA,NA,"Broschur","eng","XA-GB","",NA,"","","",NA,"Krankenschwester ; Mann ; Stalking","","Aller Liebe Anfang",NA,"16,A14",901,983,51.5073219,-0.1276474,"Hermann, Judith"
"16567",16567,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-1-912374-01-4 Broschur, 1-912374-01-3, IDN:1154628531","","Buchholz","Simone"," Ward, Rachel [Übersetzer]","[Buchholz] ; Blue night / Simone Buchholz ; translated by Rachel Ward","","",NA,NA,NA," Orenda Books",2018,"182 Seiten : Illustration ; 20 cm","978-1-912374-01-4",NA,NA,NA,"Broschur","eng","XA-GB","",NA,"","","",NA,"","","Simone Buchholz: Blaue Nacht",NA,"18,A14",901,983,51.5073219,-0.1276474,"Buchholz, Simone"
"16578",16578,"London","830 Deutsche Literatur ; B Belletristik","ISBN:1-86207-566-2 kart. : £ 12.00, IDN:971177384",NA,"Zeh","Juli",NA,"Eagles and angels / Juli Zeh. [Transl.: Christine Slenczka]","","",NA,NA,NA," Granta Books",2003,"329 S. ; 22 cm","1-86207-566-2",NA,NA,NA,"kart. : £ 12.00","eng","XA-GB",NA,NA,"","","",NA,"Geliebte ; Selbstmord ; Jurist ; Selbstdestruktion ; Drogenkonsum ; Belletristische Darstellung","","Adler und Engel <engl.>","","05,A17,1132",901,983,51.5073219,-0.1276474,"Zeh, Juli"
"16586",16586,"London","59 Belletristik","ISBN:1-874400-05-9 geh. : L 4.50, IDN:950109797",NA,"Kirsch","Sarah",NA,"T / Sarah Kirsch. Transl. by Wendy Mulford & Anthony Vivis","","",NA,NA,NA," Reality Street Ed.",1995,"29 S. ; 20 cm","1-874400-05-9",NA,NA,NA,"geh. : L 4.50","ger","XA-GB","","","","","",NA,"","","","","97,A19,1418",901,983,51.5073219,-0.1276474,"Kirsch, Sarah"
"16590",16590,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-0-85742-213-2 Festeinband, 0-85742-213-8, IDN:1068221291","","Parei","Inka"," Derbyshire, Katy [Übersetzer]","[Die Kältezentrale] ; The Cold Centre / Inka Parei ; ranslation: Katy Derbyshire","","",NA,NA," New York "," Seagull Books",2014,"147 S. ; 21 cm","978-0-85742-213-2",NA,NA,NA,"Festeinband","eng","XA-GB",NA,NA,"The German List","","",NA,"Berlin &lt;Ost> ; Verlagsgebäude ; Handwerker ; Kollege ; Verschwinden ; Geschichte 1986; Berlin ; Mann ; Geschiedene Frau ; Krebs &lt;Medizin> ; Suche ; Vergangenheit ; Geschichte 2006","","Die Kältezentrale","","94,P01",901,983,51.5073219,-0.1276474,"Parei, Inka"
"16599",16599,"London","59 Belletristik","ISBN:0-224-06025-2 kart. : £ 10.00, IDN:963086065",NA,"Zeller","Eva",NA,"The manuscript / Eva Zeller. Transl. from the German by Nadia Lawrence","","",NA,NA,NA," Cape",2000,"XII, 152 S. ; 22 cm","0-224-06025-2",NA,NA,NA,"kart. : £ 10.00","eng","XA-GB",NA,NA,"A Jonathan Cape original","","",NA,"","","Das versiegelte Manuskript <engl.>","","02,G01,2400",901,983,51.5073219,-0.1276474,"Zeller, Eva"
"16602",16602,"London","830 Deutsche Literatur ; B Belletristik","ISBN:978-0-7195-2091-4 Pp. : £ 9.99, 978-0-7195-2101-0 Pp. : £ 7.99 (2009), IDN:988291940",NA,"Schreiber","Claudia",NA,"Emma's luck / Claudia Schreiber. Transl. from the German by Anthea Bell","","",NA,NA,NA," Murray",2008,"214 S. ; 21 cm","978-0-7195-2091-4",NA,NA,NA,"Pp. : £ 9.99","eng","XA-GB",NA,NA,"","","",NA,"","","Emmas Glück <engl.>",NA,"08,A36,2065",901,983,51.5073219,-0.1276474,"Schreiber, Claudia"
"16604",16604,"London","59 Belletristik","ISBN:1-86207-260-4 kart. : $ 6.99, IDN:964917467",NA,"Müller","Herta",NA,"The land of green plums / Herta Müller. Transl. by Michael Hofmann","","",NA,NA,NA," Granta Books",1999,"242 S. ; 20 cm","1-86207-260-4",NA,NA,NA,"kart. : $ 6.99","eng","XD-US","","","","","",NA,"","","Herztier <engl.>","","02,G04,1399",901,983,51.5073219,-0.1276474,"Müller, Herta"
"16608",16608,"London","59 Belletristik","ISBN:1-85242-237-8 kart. : £ 9.99, IDN:944132146",NA,"Jelinek","Elfriede",NA,"Women as lovers / Elfriede Jelinek. Transl. by Martin Chalmers","","",NA,NA,NA," Serpent's Tail",1994,"192 S. ; 20 cm","1-85242-237-8",NA,NA,NA,"kart. : £ 9.99","eng","XA-GB","","","","","",NA,"","","Die Liebhaberinnen <engl.>","","95,G04,1363",901,983,51.5073219,-0.1276474,"Jelinek, Elfriede"
